id_envio,id_campania,fecha_envio,canal_campania,segmento_objetivo,id_cliente,abierto,click,compra_7dias
28,CAMP001,2025-01-26,SMS,Silver,CLI03861,False,False,False
29,CAMP001,2025-01-26,SMS,Silver,CLI04816,False,False,False
30,CAMP001,2025-01-26,SMS,Silver,CLI04995,False,False,False
31,CAMP001,2025-01-26,SMS,Silver,CLI01679,False,False,False
32,CAMP001,2025-01-26,SMS,Silver,CLI01290,False,False,False
33,CAMP001,2025-01-26,SMS,Silver,CLI05860,False,False,False
34,CAMP001,2025-01-26,SMS,Silver,CLI05634,False,False,False
35,CAMP001,2025-01-26,SMS,Silver,CLI04650,True,False,False
36,CAMP001,2025-01-26,SMS,Silver,CLI00027,False,False,False
37,CAMP001,2025-01-26,SMS,Silver,CLI01480,True,False,False
38,CAMP001,2025-01-26,SMS,Silver,CLI00073,False,False,False
39,CAMP001,2025-01-26,SMS,Silver,CLI05038,True,False,False
40,CAMP001,2025-01-26,SMS,Silver,CLI00263,False,False,False
41,CAMP001,2025-01-26,SMS,Silver,CLI05442,False,False,False
42,CAMP001,2025-01-26,SMS,Silver,CLI03141,True,False,False
43,CAMP001,2025-01-26,SMS,Silver,CLI00115,False,False,False
44,CAMP001,2025-01-26,SMS,Silver,CLI05719,False,False,False
45,CAMP001,2025-01-26,SMS,Silver,CLI02138,False,False,False
46,CAMP001,2025-01-26,SMS,Silver,CLI05341,False,False,False
47,CAMP001,2025-01-26,SMS,Silver,CLI01345,True,True,False
48,CAMP001,2025-01-26,SMS,Silver,CLI05797,True,False,False
49,CAMP001,2025-01-26,SMS,Silver,CLI04407,False,False,False
50,CAMP001,2025-01-26,SMS,Silver,CLI05883,False,False,False
51,CAMP001,2025-01-26,SMS,Silver,CLI03943,False,False,False
52,CAMP001,2025-01-26,SMS,Silver,CLI04005,True,False,False
53,CAMP001,2025-01-26,SMS,Silver,CLI03383,False,False,False
54,CAMP001,2025-01-26,SMS,Silver,CLI02883,True,False,False
55,CAMP001,2025-01-26,SMS,Silver,CLI03209,False,False,False
56,CAMP001,2025-01-26,SMS,Silver,CLI04249,False,False,False
57,CAMP001,2025-01-26,SMS,Silver,CLI03250,False,False,False
58,CAMP001,2025-01-26,SMS,Silver,CLI05159,True,False,False
59,CAMP001,2025-01-26,SMS,Silver,CLI01460,True,False,False
60,CAMP001,2025-01-26,SMS,Silver,CLI04432,False,False,False
61,CAMP001,2025-01-26,SMS,Silver,CLI00596,False,False,False
62,CAMP001,2025-01-26,SMS,Silver,CLI03044,False,False,False
63,CAMP001,2025-01-26,SMS,Silver,CLI01744,False,False,False
64,CAMP001,2025-01-26,SMS,Silver,CLI02552,False,False,False
65,CAMP001,2025-01-26,SMS,Silver,CLI01961,True,False,False
66,CAMP001,2025-01-26,SMS,Silver,CLI01442,False,False,False
67,CAMP001,2025-01-26,SMS,Silver,CLI00884,False,False,False
68,CAMP001,2025-01-26,SMS,Silver,CLI02523,True,False,False
69,CAMP001,2025-01-26,SMS,Silver,CLI05270,True,False,False
70,CAMP001,2025-01-26,SMS,Silver,CLI01749,False,False,False
71,CAMP001,2025-01-26,SMS,Silver,CLI04708,True,False,False
72,CAMP001,2025-01-26,SMS,Silver,CLI04341,True,False,False
73,CAMP001,2025-01-26,SMS,Silver,CLI05129,True,False,False
74,CAMP001,2025-01-26,SMS,Silver,CLI02604,False,False,False
75,CAMP001,2025-01-26,SMS,Silver,CLI00299,False,False,False
76,CAMP001,2025-01-26,SMS,Silver,CLI05722,False,False,False
77,CAMP001,2025-01-26,SMS,Silver,CLI02367,False,False,False
78,CAMP001,2025-01-26,SMS,Silver,CLI05300,True,False,False
79,CAMP001,2025-01-26,SMS,Silver,CLI05231,False,False,False
80,CAMP001,2025-01-26,SMS,Silver,CLI03129,False,False,False
81,CAMP001,2025-01-26,SMS,Silver,CLI06031,True,True,False
82,CAMP001,2025-01-26,SMS,Silver,CLI01674,True,False,False
83,CAMP001,2025-01-26,SMS,Silver,CLI03601,True,False,False
84,CAMP001,2025-01-26,SMS,Silver,CLI02276,True,False,False
85,CAMP001,2025-01-26,SMS,Silver,CLI05587,False,False,False
86,CAMP001,2025-01-26,SMS,Silver,CLI05700,False,False,False
87,CAMP001,2025-01-26,SMS,Silver,CLI03334,False,False,False
88,CAMP001,2025-01-26,SMS,Silver,CLI05820,False,False,False
89,CAMP001,2025-01-26,SMS,Silver,CLI04396,True,False,False
90,CAMP001,2025-01-26,SMS,Silver,CLI00468,False,False,False
91,CAMP001,2025-01-26,SMS,Silver,CLI00065,False,False,False
92,CAMP001,2025-01-26,SMS,Silver,CLI03710,True,False,False
93,CAMP001,2025-01-26,SMS,Silver,CLI03707,True,False,False
94,CAMP001,2025-01-26,SMS,Silver,CLI01084,True,False,False
95,CAMP001,2025-01-26,SMS,Silver,CLI02038,True,False,False
96,CAMP001,2025-01-26,SMS,Silver,CLI01878,False,False,False
97,CAMP001,2025-01-26,SMS,Silver,CLI04763,False,False,False
98,CAMP001,2025-01-26,SMS,Silver,CLI02817,True,False,False
99,CAMP001,2025-01-26,SMS,Silver,CLI03517,True,False,False
100,CAMP001,2025-01-26,SMS,Silver,CLI01127,False,False,False
101,CAMP001,2025-01-26,SMS,Silver,CLI01048,True,False,False
102,CAMP001,2025-01-26,SMS,Silver,CLI00633,False,False,False
103,CAMP001,2025-01-26,SMS,Silver,CLI03317,False,False,False
104,CAMP001,2025-01-26,SMS,Silver,CLI01291,True,False,False
105,CAMP001,2025-01-26,SMS,Silver,CLI04350,False,False,False
106,CAMP001,2025-01-26,SMS,Silver,CLI01346,False,False,False
107,CAMP001,2025-01-26,SMS,Silver,CLI04408,False,False,False
108,CAMP001,2025-01-26,SMS,Silver,CLI04488,False,False,False
109,CAMP001,2025-01-26,SMS,Silver,CLI03026,True,False,False
110,CAMP001,2025-01-26,SMS,Silver,CLI03066,False,False,False
111,CAMP001,2025-01-26,SMS,Silver,CLI01914,False,False,False
112,CAMP001,2025-01-26,SMS,Silver,CLI04361,True,False,False
113,CAMP001,2025-01-26,SMS,Silver,CLI03815,True,False,False
114,CAMP001,2025-01-26,SMS,Silver,CLI03581,False,False,False
115,CAMP001,2025-01-26,SMS,Silver,CLI03633,False,False,False
116,CAMP001,2025-01-26,SMS,Silver,CLI03855,True,True,False
117,CAMP001,2025-01-26,SMS,Silver,CLI01721,False,False,False
118,CAMP001,2025-01-26,SMS,Silver,CLI01904,True,True,False
119,CAMP001,2025-01-26,SMS,Silver,CLI02055,True,False,False
120,CAMP001,2025-01-26,SMS,Silver,CLI03582,False,False,False
121,CAMP001,2025-01-26,SMS,Silver,CLI03990,False,False,False
122,CAMP001,2025-01-26,SMS,Silver,CLI04548,False,False,False
123,CAMP001,2025-01-26,SMS,Silver,CLI00762,True,False,False
124,CAMP001,2025-01-26,SMS,Silver,CLI00223,False,False,False
125,CAMP001,2025-01-26,SMS,Silver,CLI04822,False,False,False
126,CAMP001,2025-01-26,SMS,Silver,CLI00764,True,False,False
127,CAMP001,2025-01-26,SMS,Silver,CLI00387,False,False,False
128,CAMP001,2025-01-26,SMS,Silver,CLI05046,True,False,False
129,CAMP001,2025-01-26,SMS,Silver,CLI00648,True,False,False
130,CAMP001,2025-01-26,SMS,Silver,CLI03369,False,False,False
131,CAMP001,2025-01-26,SMS,Silver,CLI03220,True,True,False
132,CAMP001,2025-01-26,SMS,Silver,CLI03398,False,False,False
133,CAMP001,2025-01-26,SMS,Silver,CLI03361,False,False,False
134,CAMP001,2025-01-26,SMS,Silver,CLI04327,False,False,False
135,CAMP001,2025-01-26,SMS,Silver,CLI04473,False,False,False
136,CAMP001,2025-01-26,SMS,Silver,CLI05251,False,False,False
137,CAMP001,2025-01-26,SMS,Silver,CLI01217,False,False,False
138,CAMP001,2025-01-26,SMS,Silver,CLI00563,True,False,False
139,CAMP001,2025-01-26,SMS,Silver,CLI00345,True,False,False
140,CAMP001,2025-01-26,SMS,Silver,CLI03840,True,False,False
141,CAMP001,2025-01-26,SMS,Silver,CLI00945,True,True,False
142,CAMP001,2025-01-26,SMS,Silver,CLI00528,False,False,False
143,CAMP001,2025-01-26,SMS,Silver,CLI05183,True,False,False
144,CAMP001,2025-01-26,SMS,Silver,CLI04235,False,False,False
145,CAMP001,2025-01-26,SMS,Silver,CLI05937,False,False,False
146,CAMP001,2025-01-26,SMS,Silver,CLI02384,True,False,False
147,CAMP001,2025-01-26,SMS,Silver,CLI01354,False,False,False
148,CAMP001,2025-01-26,SMS,Silver,CLI00710,False,False,False
149,CAMP001,2025-01-26,SMS,Silver,CLI03671,False,False,False
150,CAMP001,2025-01-26,SMS,Silver,CLI01951,False,False,False
151,CAMP001,2025-01-26,SMS,Silver,CLI01926,True,False,False
152,CAMP001,2025-01-26,SMS,Silver,CLI03947,False,False,False
153,CAMP001,2025-01-26,SMS,Silver,CLI03176,True,False,False
154,CAMP001,2025-01-26,SMS,Silver,CLI02054,True,False,False
155,CAMP001,2025-01-26,SMS,Silver,CLI05691,False,False,False
156,CAMP001,2025-01-26,SMS,Silver,CLI00028,False,False,False
157,CAMP001,2025-01-26,SMS,Silver,CLI05382,False,False,False
158,CAMP001,2025-01-26,SMS,Silver,CLI00520,True,False,False
159,CAMP001,2025-01-26,SMS,Silver,CLI03262,False,False,False
160,CAMP001,2025-01-26,SMS,Silver,CLI03443,False,False,False
161,CAMP001,2025-01-26,SMS,Silver,CLI05432,True,False,False
162,CAMP001,2025-01-26,SMS,Silver,CLI04002,False,False,False
163,CAMP001,2025-01-26,SMS,Silver,CLI04304,False,False,False
164,CAMP001,2025-01-26,SMS,Silver,CLI03699,True,False,False
165,CAMP001,2025-01-26,SMS,Silver,CLI05217,False,False,False
166,CAMP001,2025-01-26,SMS,Silver,CLI05679,False,False,False
167,CAMP001,2025-01-26,SMS,Silver,CLI02847,False,False,False
168,CAMP001,2025-01-26,SMS,Silver,CLI05625,False,False,False
169,CAMP001,2025-01-26,SMS,Silver,CLI05323,True,False,False
170,CAMP001,2025-01-26,SMS,Silver,CLI01375,True,False,False
171,CAMP001,2025-01-26,SMS,Silver,CLI00731,False,False,False
172,CAMP001,2025-01-26,SMS,Silver,CLI01146,True,False,False
173,CAMP001,2025-01-26,SMS,Silver,CLI01746,True,True,False
174,CAMP001,2025-01-26,SMS,Silver,CLI03885,True,False,False
175,CAMP001,2025-01-26,SMS,Silver,CLI01273,True,False,False
176,CAMP001,2025-01-26,SMS,Silver,CLI00389,True,False,False
177,CAMP001,2025-01-26,SMS,Silver,CLI02849,False,False,False
178,CAMP001,2025-01-26,SMS,Silver,CLI00747,False,False,False
179,CAMP001,2025-01-26,SMS,Silver,CLI02119,False,False,False
180,CAMP001,2025-01-26,SMS,Silver,CLI05338,True,False,False
181,CAMP001,2025-01-26,SMS,Silver,CLI02354,False,False,False
182,CAMP001,2025-01-26,SMS,Silver,CLI04825,True,False,False
183,CAMP001,2025-01-26,SMS,Silver,CLI02190,False,False,False
184,CAMP001,2025-01-26,SMS,Silver,CLI05454,False,False,False
185,CAMP001,2025-01-26,SMS,Silver,CLI02221,False,False,False
186,CAMP001,2025-01-26,SMS,Silver,CLI00195,False,False,False
187,CAMP001,2025-01-26,SMS,Silver,CLI04857,True,False,False
188,CAMP001,2025-01-26,SMS,Silver,CLI00309,True,False,False
189,CAMP001,2025-01-26,SMS,Silver,CLI04330,True,False,False
190,CAMP001,2025-01-26,SMS,Silver,CLI03182,False,False,False
191,CAMP001,2025-01-26,SMS,Silver,CLI01389,False,False,False
192,CAMP001,2025-01-26,SMS,Silver,CLI01541,True,False,False
193,CAMP001,2025-01-26,SMS,Silver,CLI05877,False,False,False
194,CAMP001,2025-01-26,SMS,Silver,CLI05751,False,False,False
195,CAMP001,2025-01-26,SMS,Silver,CLI04103,False,False,False
196,CAMP001,2025-01-26,SMS,Silver,CLI04699,True,True,False
197,CAMP001,2025-01-26,SMS,Silver,CLI05739,False,False,False
198,CAMP001,2025-01-26,SMS,Silver,CLI01410,False,False,False
199,CAMP001,2025-01-26,SMS,Silver,CLI03623,False,False,False
200,CAMP001,2025-01-26,SMS,Silver,CLI02267,False,False,False
201,CAMP001,2025-01-26,SMS,Silver,CLI01026,False,False,False
202,CAMP001,2025-01-26,SMS,Silver,CLI01015,False,False,False
203,CAMP001,2025-01-26,SMS,Silver,CLI02513,True,True,False
204,CAMP001,2025-01-26,SMS,Silver,CLI04859,True,False,False
205,CAMP001,2025-01-26,SMS,Silver,CLI04786,True,False,False
206,CAMP001,2025-01-26,SMS,Silver,CLI02994,True,False,False
207,CAMP001,2025-01-26,SMS,Silver,CLI02884,False,False,False
208,CAMP001,2025-01-26,SMS,Silver,CLI00906,True,True,False
209,CAMP001,2025-01-26,SMS,Silver,CLI00922,False,False,False
210,CAMP001,2025-01-26,SMS,Silver,CLI04644,False,False,False
211,CAMP001,2025-01-26,SMS,Silver,CLI05935,False,False,False
212,CAMP001,2025-01-26,SMS,Silver,CLI00166,False,False,False
213,CAMP001,2025-01-26,SMS,Silver,CLI00981,False,False,False
214,CAMP001,2025-01-26,SMS,Silver,CLI03613,True,False,False
215,CAMP001,2025-01-26,SMS,Silver,CLI05455,False,False,False
216,CAMP001,2025-01-26,SMS,Silver,CLI05826,True,True,False
217,CAMP001,2025-01-26,SMS,Silver,CLI06004,False,False,False
218,CAMP001,2025-01-26,SMS,Silver,CLI03951,True,False,False
219,CAMP001,2025-01-26,SMS,Silver,CLI02358,False,False,False
220,CAMP001,2025-01-26,SMS,Silver,CLI02600,True,True,False
221,CAMP001,2025-01-26,SMS,Silver,CLI03489,False,False,False
222,CAMP001,2025-01-26,SMS,Silver,CLI02422,False,False,False
223,CAMP001,2025-01-26,SMS,Silver,CLI01131,True,False,False
224,CAMP001,2025-01-26,SMS,Silver,CLI04135,True,False,False
225,CAMP001,2025-01-26,SMS,Silver,CLI01597,False,False,False
226,CAMP001,2025-01-26,SMS,Silver,CLI00405,False,False,False
227,CAMP001,2025-01-26,SMS,Silver,CLI03917,True,False,False
228,CAMP001,2025-01-26,SMS,Silver,CLI01351,False,False,False
229,CAMP001,2025-01-26,SMS,Silver,CLI02212,True,True,False
230,CAMP001,2025-01-26,SMS,Silver,CLI03975,False,False,False
231,CAMP001,2025-01-26,SMS,Silver,CLI05912,False,False,False
232,CAMP001,2025-01-26,SMS,Silver,CLI05067,False,False,False
233,CAMP001,2025-01-26,SMS,Silver,CLI04533,False,False,False
234,CAMP001,2025-01-26,SMS,Silver,CLI00209,True,False,False
235,CAMP001,2025-01-26,SMS,Silver,CLI05197,True,False,False
236,CAMP001,2025-01-26,SMS,Silver,CLI01089,False,False,False
237,CAMP001,2025-01-26,SMS,Silver,CLI02724,False,False,False
238,CAMP001,2025-01-26,SMS,Silver,CLI02499,True,False,False
239,CAMP001,2025-01-26,SMS,Silver,CLI05978,False,False,False
240,CAMP001,2025-01-26,SMS,Silver,CLI01236,False,False,False
241,CAMP001,2025-01-26,SMS,Silver,CLI02342,True,False,False
242,CAMP001,2025-01-26,SMS,Silver,CLI02913,False,False,False
243,CAMP001,2025-01-26,SMS,Silver,CLI00507,False,False,False
244,CAMP001,2025-01-26,SMS,Silver,CLI05845,False,False,False
245,CAMP001,2025-01-26,SMS,Silver,CLI05917,False,False,False
246,CAMP001,2025-01-26,SMS,Silver,CLI01126,False,False,False
247,CAMP001,2025-01-26,SMS,Silver,CLI03225,False,False,False
248,CAMP001,2025-01-26,SMS,Silver,CLI00883,False,False,False
249,CAMP001,2025-01-26,SMS,Silver,CLI02330,True,True,True
250,CAMP001,2025-01-26,SMS,Silver,CLI03381,False,False,False
251,CAMP001,2025-01-26,SMS,Silver,CLI05574,True,True,True
252,CAMP001,2025-01-26,SMS,Silver,CLI01102,False,False,False
253,CAMP001,2025-01-26,SMS,Silver,CLI03462,True,False,False
254,CAMP001,2025-01-26,SMS,Silver,CLI02359,True,False,False
255,CAMP001,2025-01-26,SMS,Silver,CLI02346,False,False,False
256,CAMP001,2025-01-26,SMS,Silver,CLI05444,True,False,False
257,CAMP001,2025-01-26,SMS,Silver,CLI03726,True,False,False
258,CAMP001,2025-01-26,SMS,Silver,CLI02441,True,False,False
259,CAMP001,2025-01-26,SMS,Silver,CLI03980,True,True,False
260,CAMP001,2025-01-26,SMS,Silver,CLI00130,True,False,False
261,CAMP001,2025-01-26,SMS,Silver,CLI04500,True,True,False
262,CAMP001,2025-01-26,SMS,Silver,CLI05490,True,False,False
263,CAMP001,2025-01-26,SMS,Silver,CLI03773,False,False,False
264,CAMP001,2025-01-26,SMS,Silver,CLI04475,True,True,False
265,CAMP001,2025-01-26,SMS,Silver,CLI04083,False,False,False
266,CAMP001,2025-01-26,SMS,Silver,CLI02397,True,False,False
267,CAMP001,2025-01-26,SMS,Silver,CLI03596,True,True,False
268,CAMP001,2025-01-26,SMS,Silver,CLI03183,True,True,False
269,CAMP001,2025-01-26,SMS,Silver,CLI03375,True,False,False
270,CAMP001,2025-01-26,SMS,Silver,CLI03490,True,False,False
271,CAMP001,2025-01-26,SMS,Silver,CLI00963,False,False,False
272,CAMP001,2025-01-26,SMS,Silver,CLI01740,False,False,False
273,CAMP001,2025-01-26,SMS,Silver,CLI04991,False,False,False
274,CAMP001,2025-01-26,SMS,Silver,CLI04889,False,False,False
275,CAMP001,2025-01-26,SMS,Silver,CLI00290,False,False,False
276,CAMP001,2025-01-26,SMS,Silver,CLI02134,False,False,False
277,CAMP001,2025-01-26,SMS,Silver,CLI02609,True,True,False
278,CAMP001,2025-01-26,SMS,Silver,CLI00303,False,False,False
279,CAMP001,2025-01-26,SMS,Silver,CLI03535,False,False,False
280,CAMP001,2025-01-26,SMS,Silver,CLI04492,False,False,False
281,CAMP001,2025-01-26,SMS,Silver,CLI03099,False,False,False
282,CAMP001,2025-01-26,SMS,Silver,CLI04209,True,True,False
283,CAMP001,2025-01-26,SMS,Silver,CLI04173,False,False,False
284,CAMP001,2025-01-26,SMS,Silver,CLI04136,False,False,False
285,CAMP001,2025-01-26,SMS,Silver,CLI01835,False,False,False
286,CAMP001,2025-01-26,SMS,Silver,CLI01450,False,False,False
287,CAMP001,2025-01-26,SMS,Silver,CLI01281,False,False,False
288,CAMP001,2025-01-26,SMS,Silver,CLI02739,False,False,False
289,CAMP001,2025-01-26,SMS,Silver,CLI03929,False,False,False
290,CAMP001,2025-01-26,SMS,Silver,CLI03524,False,False,False
291,CAMP001,2025-01-26,SMS,Silver,CLI01440,True,False,False
292,CAMP001,2025-01-26,SMS,Silver,CLI05621,False,False,False
293,CAMP001,2025-01-26,SMS,Silver,CLI03052,False,False,False
294,CAMP001,2025-01-26,SMS,Silver,CLI02228,False,False,False
295,CAMP001,2025-01-26,SMS,Silver,CLI03704,True,False,False
296,CAMP001,2025-01-26,SMS,Silver,CLI00259,True,False,False
297,CAMP001,2025-01-26,SMS,Silver,CLI01672,True,True,False
298,CAMP001,2025-01-26,SMS,Silver,CLI01807,False,False,False
299,CAMP001,2025-01-26,SMS,Silver,CLI00125,False,False,False
300,CAMP001,2025-01-26,SMS,Silver,CLI04036,False,False,False
301,CAMP001,2025-01-26,SMS,Silver,CLI04568,False,False,False
302,CAMP001,2025-01-26,SMS,Silver,CLI01726,False,False,False
303,CAMP001,2025-01-26,SMS,Silver,CLI05954,False,False,False
304,CAMP001,2025-01-26,SMS,Silver,CLI05226,False,False,False
305,CAMP001,2025-01-26,SMS,Silver,CLI00867,False,False,False
306,CAMP001,2025-01-26,SMS,Silver,CLI04639,False,False,False
307,CAMP001,2025-01-26,SMS,Silver,CLI04345,False,False,False
308,CAMP001,2025-01-26,SMS,Silver,CLI02114,True,False,False
309,CAMP001,2025-01-26,SMS,Silver,CLI01263,False,False,False
310,CAMP001,2025-01-26,SMS,Silver,CLI03650,False,False,False
311,CAMP001,2025-01-26,SMS,Silver,CLI02386,False,False,False
312,CAMP001,2025-01-26,SMS,Silver,CLI02374,False,False,False
313,CAMP001,2025-01-26,SMS,Silver,CLI02508,True,False,False
314,CAMP001,2025-01-26,SMS,Silver,CLI01527,True,False,False
315,CAMP001,2025-01-26,SMS,Silver,CLI02438,False,False,False
316,CAMP001,2025-01-26,SMS,Silver,CLI02754,False,False,False
317,CAMP001,2025-01-26,SMS,Silver,CLI05145,False,False,False
318,CAMP001,2025-01-26,SMS,Silver,CLI00283,False,False,False
319,CAMP001,2025-01-26,SMS,Silver,CLI06010,False,False,False
320,CAMP001,2025-01-26,SMS,Silver,CLI03173,False,False,False
321,CAMP001,2025-01-26,SMS,Silver,CLI04142,True,False,False
322,CAMP001,2025-01-26,SMS,Silver,CLI05856,False,False,False
323,CAMP001,2025-01-26,SMS,Silver,CLI03519,True,False,False
324,CAMP001,2025-01-26,SMS,Silver,CLI01276,False,False,False
325,CAMP001,2025-01-26,SMS,Silver,CLI01755,False,False,False
326,CAMP001,2025-01-26,SMS,Silver,CLI03730,False,False,False
327,CAMP001,2025-01-26,SMS,Silver,CLI01704,False,False,False
328,CAMP001,2025-01-26,SMS,Silver,CLI00318,False,False,False
329,CAMP001,2025-01-26,SMS,Silver,CLI03998,False,False,False
330,CAMP001,2025-01-26,SMS,Silver,CLI01847,False,False,False
331,CAMP001,2025-01-26,SMS,Silver,CLI04698,False,False,False
332,CAMP001,2025-01-26,SMS,Silver,CLI02752,True,True,True
333,CAMP001,2025-01-26,SMS,Silver,CLI05370,False,False,False
334,CAMP001,2025-01-26,SMS,Silver,CLI00994,False,False,False
335,CAMP001,2025-01-26,SMS,Silver,CLI05449,True,False,False
336,CAMP001,2025-01-26,SMS,Silver,CLI03437,True,False,False
337,CAMP001,2025-01-26,SMS,Silver,CLI06007,False,False,False
338,CAMP001,2025-01-26,SMS,Silver,CLI03212,True,True,False
339,CAMP001,2025-01-26,SMS,Silver,CLI04907,False,False,False
340,CAMP001,2025-01-26,SMS,Silver,CLI03087,False,False,False
341,CAMP001,2025-01-26,SMS,Silver,CLI03529,False,False,False
342,CAMP001,2025-01-26,SMS,Silver,CLI03561,False,False,False
343,CAMP001,2025-01-26,SMS,Silver,CLI03725,True,False,False
344,CAMP001,2025-01-26,SMS,Silver,CLI05436,False,False,False
345,CAMP001,2025-01-26,SMS,Silver,CLI02005,True,False,False
346,CAMP001,2025-01-26,SMS,Silver,CLI00459,False,False,False
347,CAMP001,2025-01-26,SMS,Silver,CLI00826,False,False,False
348,CAMP001,2025-01-26,SMS,Silver,CLI00388,True,False,False
349,CAMP001,2025-01-26,SMS,Silver,CLI03466,False,False,False
350,CAMP001,2025-01-26,SMS,Silver,CLI03029,False,False,False
351,CAMP001,2025-01-26,SMS,Silver,CLI03236,False,False,False
352,CAMP001,2025-01-26,SMS,Silver,CLI02200,True,False,False
353,CAMP001,2025-01-26,SMS,Silver,CLI05065,False,False,False
354,CAMP001,2025-01-26,SMS,Silver,CLI02283,True,False,False
355,CAMP001,2025-01-26,SMS,Silver,CLI03121,False,False,False
356,CAMP001,2025-01-26,SMS,Silver,CLI04051,False,False,False
357,CAMP001,2025-01-26,SMS,Silver,CLI02664,False,False,False
358,CAMP001,2025-01-26,SMS,Silver,CLI05399,False,False,False
359,CAMP001,2025-01-26,SMS,Silver,CLI02158,True,False,False
360,CAMP001,2025-01-26,SMS,Silver,CLI03647,False,False,False
361,CAMP001,2025-01-26,SMS,Silver,CLI00671,False,False,False
362,CAMP001,2025-01-26,SMS,Silver,CLI04218,False,False,False
363,CAMP001,2025-01-26,SMS,Silver,CLI02790,True,True,False
364,CAMP001,2025-01-26,SMS,Silver,CLI05641,False,False,False
365,CAMP001,2025-01-26,SMS,Silver,CLI05155,True,False,False
366,CAMP001,2025-01-26,SMS,Silver,CLI05673,False,False,False
367,CAMP001,2025-01-26,SMS,Silver,CLI03513,True,False,False
368,CAMP001,2025-01-26,SMS,Silver,CLI02595,False,False,False
369,CAMP001,2025-01-26,SMS,Silver,CLI04127,False,False,False
370,CAMP001,2025-01-26,SMS,Silver,CLI01223,True,False,False
371,CAMP001,2025-01-26,SMS,Silver,CLI02366,True,False,False
372,CAMP001,2025-01-26,SMS,Silver,CLI04384,False,False,False
373,CAMP001,2025-01-26,SMS,Silver,CLI04651,False,False,False
374,CAMP001,2025-01-26,SMS,Silver,CLI01148,True,False,False
375,CAMP001,2025-01-26,SMS,Silver,CLI00308,True,True,False
376,CAMP001,2025-01-26,SMS,Silver,CLI02881,False,False,False
377,CAMP001,2025-01-26,SMS,Silver,CLI02070,False,False,False
378,CAMP001,2025-01-26,SMS,Silver,CLI02162,True,False,False
379,CAMP001,2025-01-26,SMS,Silver,CLI03288,False,False,False
380,CAMP001,2025-01-26,SMS,Silver,CLI04291,False,False,False
381,CAMP001,2025-01-26,SMS,Silver,CLI05409,False,False,False
382,CAMP001,2025-01-26,SMS,Silver,CLI03867,True,False,False
383,CAMP001,2025-01-26,SMS,Silver,CLI04210,False,False,False
384,CAMP001,2025-01-26,SMS,Silver,CLI01013,False,False,False
385,CAMP001,2025-01-26,SMS,Silver,CLI02910,False,False,False
386,CAMP001,2025-01-26,SMS,Silver,CLI02840,False,False,False
387,CAMP001,2025-01-26,SMS,Silver,CLI04986,False,False,False
388,CAMP001,2025-01-26,SMS,Silver,CLI01962,True,False,False
389,CAMP001,2025-01-26,SMS,Silver,CLI03954,True,False,False
390,CAMP001,2025-01-26,SMS,Silver,CLI02841,False,False,False
391,CAMP001,2025-01-26,SMS,Silver,CLI05821,True,False,False
392,CAMP001,2025-01-26,SMS,Silver,CLI00514,False,False,False
393,CAMP001,2025-01-26,SMS,Silver,CLI03324,False,False,False
394,CAMP001,2025-01-26,SMS,Silver,CLI03203,False,False,False
395,CAMP001,2025-01-26,SMS,Silver,CLI00207,False,False,False
396,CAMP001,2025-01-26,SMS,Silver,CLI03611,True,False,False
397,CAMP001,2025-01-26,SMS,Silver,CLI00584,False,False,False
